first_name,middle_name,last_name,fourth,fifth,sixth,seventh,eighth,0.0000
Stalcef,T,500mg/62.5mg,Injection,,,,,0.4001
Axidol,100mg,Injection,,,,,,0.3253
Simcef-SB,1000mg/500mg,Injection,,,,,,0.0217
NGL,2.6mg,Tablet,,,,,,0.2861
Rabelan,DSR,Capsule,,,,,,0.6979
MOOV,GEL,30GM,,,,,,0.4939
Lacotide,10mg,Injection,,,,,,0.0296
Triof,200mg,Tablet,,,,,,0.2095
Qulef,250mg,Tablet,,,,,,0.4545
Ticrozit,500mg,Tablet,,,,,,0.6185
Sugacon,500mg,Tablet,SR,,,,,0.7168
Pantogem,40mg,Tablet,,,,,,0.2622
Ddlon,25mg,Injection,,,,,,0.9193
X,Worm,200mg,Suspension,,,,,0.9100
D,Flaz,6mg,Tablet,,,,,0.9832
Amvalor,Chrono,200,Tablet,CR,,,,0.4887
Pantana,40mg,Tablet,,,,,,0.2473
Healclox,250,mg/250,mg,Capsule,,,,0.8923
Satpam,10,Tablet,,,,,,0.9407
HP,200mg,Injection,,,,,,0.1056
Spasmodin,10mg/150mg,Tablet,,,,,,0.5706
Vogiset,0.2mg,Tablet,,,,,,0.9060
Pacef,200mg,Tablet,,,,,,0.8124
Nolia,200mg,Tablet,,,,,,0.4108
Biopyrin,250mg/5ml,Suspension,,,,,,0.4788
DQ,50mg,Tablet,,,,,,0.7478
Lonipax,0.5mg,Tablet,MD,,,,,0.2046
Rantime,25mg,Injection,,,,,,0.4342
Olo,OZ,200mg/500mg,Tablet,,,,,0.6107
Gerdilin,40mg,Injection,,,,,,0.8819
Ritrod,50mg,Injection,,,,,,0.9883
Zytel,CH,40mg,Tablet,,,,,0.9763
Amiget,500mg,Injection,,,,,,0.5140
Podmon,Tablet,,,,,,,0.7848
Pretual,NT,75mg/10mg,Tablet,,,,,0.2144
Marypod,200,DT,Tablet,,,,,0.4877
Polarid,20mg,Injection,,,,,,0.4134
NOBLIGAN,50MG,INJECTION,,,,,,0.4257
Remocip,500mg,Tablet,,,,,,0.5636
Voglicon,0.2mg,Tablet,MD,,,,,0.9333
Nurostar,Plus,RF,Injection,,,,,0.7790
Vidof,200mg,Tablet,,,,,,0.9706
Sunflox-D,Eye/Ear,Drops,,,,,,0.3067
Olee,5mg,Tablet,,,,,,0.0174
Scc,JR,Plus,150,mg/75,mg/400,mg,Tablet,0.9476
Hucef,O,50mg,Dry,Syrup,,,,0.6829
Leeve,OZ,250mg/500mg,Tablet,,,,,0.3496
Manibac,Tablet,DT,,,,,,0.5730
Podent,50mg,Dry,Syrup,,,,,0.2943
Welten,M,500mg/20mg,Tablet,,,,,0.1154
Siffy,200,Tablet,DT,,,,,0.7146
Drox-M,80mg/250mg,Tablet,,,,,,0.0020
Furazole,M,Tablet,,,,,,0.7534
Trammax,100mg,Tablet,,,,,,0.7553
Dilotra,SP,50mg/325mg/10mg,Tablet,,,,,0.7546
Flomit,OZ,200mg/500mg,Tablet,,,,,0.7363
Baxin,D,LB,250mg/250mg/60Million,cells,Capsule,,,0.3131
DOVE,INTENSE,REPAIR,SHAMPOO,180ML,,,,0.4241
INFEZ,4,TABLET,,,,,,0.0889
Lespar,200mg,Tablet,,,,,,0.3147
Formigram-G2,Tablet,SR,,,,,,0.0211
Clinmi,Skin,Lotion,,,,,,0.6422
Silodural,D,8mg/0.5mg,Tablet,,,,,0.8114
Clofresh,Advance,Cream,,,,,,0.7798
Somastin,3000,Injection,,,,,,0.3384
Anzop,40mg,Tablet,,,,,,0.8329
Calmgesic,T,Tablet,,,,,,0.5953
Buscotag,20mg,Tablet,,,,,,0.7232
Livoluk,Fibre,Granules,Lemon,,,,,0.7432
Gastro-P,40mg,Tablet,,,,,,0.0150
Kealverm,400mg,Tablet,,,,,,0.7542
Oxypar,MR,Tablet,,,,,,0.2743
Mervin,Injection,,,,,,,0.9094
Nafiprone,100mg,Soft,Gelatin,Capsule,,,,0.9132
Cadpride,M,1mg/500mg,Tablet,SR,,,,0.5007
Nevy,5mg,Tablet,,,,,,0.8190
Scc,Tablet,,,,,,,0.5175
Fluoxee,20mg,Capsule,,,,,,0.6643
Sun,Prazin,25mg,Tablet,,,,,0.2577
Pelmic-SP,Tablet,,,,,,,0.1805
Ligolane,Tablet,,,,,,,0.2328
Vildalog,M,500,Tablet,,,,,0.4716
Diclorix,SP,50mg/325mg/15mg,Tablet,,,,,0.2520
Dfax,100,Tablet,ER,,,,,0.5379
Doxorubin,10mg,Injection,,,,,,0.7605
Celpod,200mg,Tablet,,,,,,0.4326
Eldigit,50mg,Tablet,,,,,,0.2369
Kincyp,Syrup,,,,,,,0.7084
Atonext,25,Tablet,,,,,,0.2594
Nandrolix,25mg,Injection,,,,,,0.1481
Ofpan,Tablet,,,,,,,0.9039
Cadrob,LS,75mg/20mg,Capsule,SR,,,,0.5767
Xifen,10mg,Tablet,,,,,,0.3885
NU,650mg,Tablet,,,,,,0.7045
Lifcef,500mg,Tablet,,,,,,0.1883
Omox,CLV,1000mg/200mg,Injection,,,,,0.4541
Instadec,50mg,Injection,,,,,,0.1048
ND-Hep,Tablet,,,,,,,0.4984
Ondol,50mg,Injection,,,,,,0.5822
Sate,50mg,Tablet,,,,,,0.7370
Ethetran,Plus,250mg/250mg,Tablet,,,,,0.3972
Zygati,400mg,Tablet,,,,,,0.7450
Aziride,250mg,Tablet,,,,,,0.6342
Cavmox,Kid,Tablet,DT,,,,,0.8802
Leebonn,125mg,Syrup,,,,,,0.9455
Febuone,80mg,Tablet,,,,,,0.3510
Merital,H,12.5,mg/5,mg,Tablet,,,0.5788
Telhart,80mg,Tablet,,,,,,0.7701
Molarec,500mg/50mg,Tablet,,,,,,0.3264
Acrovin,100mg,Injection,,,,,,0.8962
T,Cillin,Plus,Capsule,,,,,0.6662
M,Pride,Mps,10mg/125mg,Tablet,,,,0.6752
Uricrak,40mg,Tablet,,,,,,0.8219
Amoxysparp,D,250mg/250mg,Capsule,,,,,0.5803
Zilos-AM,Tablet,,,,,,,0.4341
Panrite,D,30mg/40mg,Tablet,SR,,,,0.1984
Cildipin,10mg,Tablet,,,,,,0.0997
Vepan,Kid,125mg,Tablet,,,,,0.3860
Cefpod,200mg,Tablet,,,,,,0.0366
Ornibest,200mg/500mg,Tablet,,,,,,0.3110
Venosuf,Capsule,,,,,,,0.8280
Omflux,D,10mg/20mg,Capsule,,,,,0.6024
Fenium,LB,200mg,Tablet,,,,,0.9627
Pipzo,4.5gm,Injection,,,,,,0.8476
Joycom,10,Tablet,,,,,,0.2705
All-Stat,40,Tablet,,,,,,0.9383
Engaba,M,750,mcg/75,mg,Tablet,,,0.6993
Pantolin,40mg,Tablet,,,,,,0.4489
Arocef,500mg,Injection,,,,,,0.1506
Morezole,400mg,Tablet,,,,,,0.4685
Freedep,20mg,Capsule,,,,,,0.5669
Glyten,M,500mg/20mg,Tablet,ER,,,,0.1127
Glinorm,M,2mg/500mg,Tablet,,,,,0.0270
Elavil,50mg,Tablet,,,,,,0.3271
Agicef,T,250mg/31.25mg,Injection,,,,,0.8924
Diclodif,75mg,Injection,,,,,,0.3548
Fabulous,40mg,Tablet,,,,,,0.0258
Lazithro,100mg/5ml,Syrup,,,,,,0.9446
Cefizest,LB,200mg,Tablet,,,,,0.7772
Ertamac,1gm,Injection,,,,,,0.7490
Rantirose,D,10mg/150mg,Tablet,,,,,0.2377
Glimiwin,M,1mg/500mg,Tablet,,,,,0.1769
Flosun,400mg,Tablet,,,,,,0.5851
Zanobid,TZ,200mg/600mg,Tablet,,,,,0.5855
Dietcyp,Syrup,,,,,,,0.4461
Valshachrono,300mg,Tablet,,,,,,0.1021
Ofmed,OZ,200mg/500mg,Tablet,,,,,0.4305
Sachtro,500mg,Tablet,,,,,,0.5613
Pylorab,DSR,Capsule,,,,,,0.5234
Augus-CV,500mg/125mg,Tablet,,,,,,0.3489
Met,G,1mg/500mg,Tablet,,,,,0.8041
Deplin,50mg,Tablet,,,,,,0.4599
Bronfix,DS,LB,Dry,Syrup,Orange,,,0.2966
Casxim,50mg,Dry,Syrup,,,,,0.2149
Pacicef,1000mg,Injection,,,,,,0.8989
She,Cart,1000mg,Injection,,,,,0.9622
Tramazac,HP,50mg,Injection,,,,,0.1225
Fevorit,50mg,Oral,Drops,,,,,0.0407
Depnoc,75mg,Tablet,,,,,,0.9504
Pantovolk-DSR,30mg/40mg,Capsule,,,,,,0.9139
TP,80mg,Tablet,,,,,,0.5102
Eris,Plus,Syrup,,,,,,0.1921
Ezechol,10mg,Tablet,,,,,,0.2993
Bone,C,Fos,35mg,Tablet,,,,0.8309
Bagof,OZ,200mg/500mg,Tablet,,,,,0.4395
OPTICON,MD,TABLET,5,MG,,,,0.9846
Myomax-D,Capsule,SR,,,,,,0.4139
Megaparin,40,Injection,,,,,,0.9764
Kaytrix-C,5mg/2mg,Tablet,,,,,,0.2245
P.Col,Ear,Drop,,,,,,0.6257
Voyprox,100mg,Tablet,DT,,,,,0.5470
Wocaine,2%,Gel,,,,,,0.2625
Prefect,O,Tablet,,,,,,0.4288
Increten,M,500mg/20mg,Tablet,,,,,0.0664
Flavix,25mg,Tablet,,,,,,0.7832
CEFRON,125,MG,SYRUP,,,,,0.7266
Alkalix,Syrup,,,,,,,0.2151
Respik,Plus,4mg,Tablet,,,,,0.1857
Yourclox,500mg/125mg,Tablet,,,,,,0.5535
Onerve,#NAME?,Capsule,,,,,,0.2261
Clonex,2mg,Tablet,,,,,,0.6523
Cutrax,500mg,Injection,,,,,,0.3291
Klyx,500,mg/125,mg,Tablet,,,,0.3251
Pregnidoxin,Tablet,,,,,,,0.8794
Gonicef,TZ,250mg/31.25mg,Injection,,,,,0.1880
Ome,D,10mg/20mg,Capsule,,,,,0.2526
Levomac,Oral,Solution,,,,,,0.8602
DTP,D,30mg/40mg,Tablet,,,,,0.9119
Fax,TZ,Tablet,,,,,,0.2108
Drmet,SR,Tablet,,,,,,0.2540
Tyracef,DS,Syrup,,,,,,0.9844
PRASILEX,10MG,TABLET,,,,,,0.9928
Bruiser,500mg,Injection,,,,,,0.8297
Astronex,1mg,Tablet,,,,,,0.2757
Mosart,2.5mg,Tablet,,,,,,0.1136
Effahope,600mg,Tablet,,,,,,0.9294
Glycigon,40mg,Tablet,,,,,,0.1881
Gliminyle-M1,Tablet,PR,,,,,,0.3920
Rabli-D,10mg/20mg,Tablet,,,,,,0.4905
Yogabos,0.2,Tablet,,,,,,0.3264
Kanixime,500mg,Tablet,,,,,,0.3402
Orizee,200mg,Suspension,,,,,,0.7805
Falmet,Dry,Syrup,,,,,,0.4969
Oft,200,mg/600,mg,Tablet,,,,0.8589
Kidogyl,DS,Syrup,,,,,,0.5672
Restofos,70,Tablet,,,,,,0.6834
Diatus-GM,Tablet,,,,,,,0.7199
Fabuflox-OZ,Tablet,,,,,,,0.5726
Onzybus,10mg,Tablet,,,,,,0.0495
Fine,5mg,Tablet,,,,,,0.5018
Concor,AM,2.5,Tablet,,,,,0.3851
Vedapride,M,TH,2mg/1000mg,Tablet,,,,0.2709
Goldcerine,gm,Capsule,,,,,,0.2051
Exoclon,0.5mg,Tablet,,,,,,0.8924
Lndt,15mg,Tablet,,,,,,0.4867
Elpicef,100mg/5ml,Suspension,,,,,,0.5589
Clarimin,250mg,Tablet,,,,,,0.6823
Glimifon,M2,Tablet,PR,,,,,0.3695
Lamtin,100mg,Tablet,DT,,,,,0.8325
Tricol,Syrup,,,,,,,0.8806
Candestan,8mg,Tablet,,,,,,0.7752
O,TO,Suspension,,,,,,0.0912
Megathral,100mg,Tablet,DT,,,,,0.2055
Azoff,OZ,200,mg/500,mg,Tablet,,,0.8569
Gloric,M,2mg/500mg,Tablet,SR,,,,0.6915
Maxclox,LB,Capsule,,,,,,0.5748
Melcida,0.5mg/10mg,Tablet,,,,,,0.3979
Remetor,40,Tablet,,,,,,0.5053
Endospas,20mg/500mg,Tablet,,,,,,0.3681
Boxin-O,200mg/500mg,Tablet,,,,,,0.7053
Bekker,200mg,Tablet,,,,,,0.8937
Doflo,200mg,Tablet,,,,,,0.5115
Dolcin,10mg,Tablet,,,,,,0.8417
Respifresh,TR,100ml,Syrup,,,,,0.1353
Pregalin,200mg,Capsule,,,,,,0.9907
Rexipra,FX,10,Tablet,,,,,0.3934
Trinogab-M,Tablet,,,,,,,0.4813
V-Dac-P,Tablet,,,,,,,0.6953
Cozapin,50mg,Tablet,,,,,,0.2760
Peptac,40mg,Tablet,,,,,,0.0266
Vivocef,CV,200mg/125mg,Tablet,,,,,0.2345
Itral,200mg,Tablet,,,,,,0.6085
Ipasdol,50mg,Injection,,,,,,0.9188
Rabigo,DSR,30mg/20mg,Capsule,,,,,0.4212
Zunatel,H,40mg/12.5mg,Tablet,,,,,0.5263
Decavolin,25mg,Injection,,,,,,0.2093
Xith,500mg,Tablet,,,,,,0.3355
Alcofast,500mg,Tablet,,,,,,0.3141
Hyoswift,20mg,Injection,,,,,,0.9978
Lobimet,500mg,Tablet,SR,,,,,0.6666
Augclav,125,mg/25,mg,Injection,,,,0.4376
Rapid,200mg,Tablet,,,,,,0.9030
Needfol,Nvp,20mg/20mg/5mg,Tablet,,,,,0.1886
Mosart,5mg,Tablet,,,,,,0.9532
Reliclam,Forte,25,mg/2,mg/5,mg,Tablet,,0.3392
Wypod,50mg,Syrup,,,,,,0.9174
Wyceft,1000mg,Injection,,,,,,0.6894
Tesuka,60mg,Injection,,,,,,0.0707
Decawin,25mg,Injection,,,,,,0.8235
Pretam,Syrup,,,,,,,0.0919
Rexipra,15,Tablet,,,,,,0.3248
Olic-AM,Tablet,,,,,,,0.3814
Ceflaz,AZ,200mg/250mg,Tablet,,,,,0.0008
Citamycin,125mg,Tablet,,,,,,0.8700
Zuflo,Eye,Drop,,,,,,0.3451
Parrox,12.5mg,Tablet,CR,,,,,0.8182
Cidogrel,75mg,Tablet,,,,,,0.7339
Mofee,Eye,Drop,,,,,,0.0289
Zeftis,100mg,Tablet,DT,,,,,0.5006
Remens,100mg,Soft,Gelatin,Capsule,,,,0.1551
Panz,Injection,,,,,,,0.8356
Opthopin,1%,Eye,Drop,,,,,0.7389
Unitax,250mg,Injection,,,,,,0.3536
PFD,Plus,10mg/40mg,Tablet,,,,,0.8749
Odivir,300,mg/400,mg/600,mg,Kit,,,0.8380
Secozam,10mg,Tablet,,,,,,0.9212
Ciprotech,500mg,Tablet,,,,,,0.1941
Ciptec,250mg,Infusion,,,,,,0.7812
Ofoxin,50mg/5ml,Suspension,,,,,,0.3153
Movexx,SP,Tablet,,,,,,0.7055
Affirab-D,10mg/20mg,Tablet,,,,,,0.1655
Stegin,50mg,Injection,,,,,,0.6711
Olmelife,20mg,Tablet,,,,,,0.5853
Azem,250mg,Tablet,,,,,,0.9951
KD,UNASE,INJECTION,250000,IU,,,,0.5411
Imprin,75mg,Tablet,,,,,,0.7145
Volcyp,Syrup,,,,,,,0.5795
Azixis,200,Suspension,,,,,,0.8362
Oxizit,OZ,200mg/500mg,Tablet,,,,,0.3675
Olpin,2.5mg,Tablet,,,,,,0.6064
Amisulf,100mg,Injection,,,,,,0.4919
Cymgal,Tablet,,,,,,,0.2883
Gatison,400mg,Tablet,,,,,,0.0086
Clindex,Gel,,,,,,,0.9515
Paralab,500mg,Tablet,,,,,,0.7647
Opeq-OZ,200mg/500mg,Tablet,,,,,,0.4629
Prelyca,75mg,Capsule,,,,,,0.9431
Tazpito,4000mg/500mg,Injection,,,,,,0.4927
Ovamed,#NAME?,Tablet,,,,,,0.3746
Insom-ZD,5mg,Tablet,,,,,,0.6006
Neomit,4mg,Tablet,,,,,,0.2399
Cisakem,10mg,Tablet,,,,,,0.4324
Carnipro,20mg,Capsule,,,,,,0.0280
Reset,Injection,,,,,,,0.0285
Chymofine,Forte,Tablet,,,,,,0.3533
Megascab,Plus,Soap,,,,,,0.4549
Lupicit,10mg,Tablet,,,,,,0.9940
Rabkey,IT,20mg/150mg,Capsule,,,,,0.5717
Ofsar,OZ,Suspension,,,,,,0.7850
Moxador,L,Capsule,,,,,,0.0784
Lineuron,Plus,750mcg/75mg,Injection,,,,,0.6637
Nuroshine,1500mcg,Injection,,,,,,0.4590
Abonic,50mg,Injection,,,,,,0.7878
Wyceft,500mg,Tablet,,,,,,0.8975
Zenoxidil,10%,Solution,,,,,,0.2510
Moxina,CV,200,mg/28.5,mg,Tablet,,,0.2560
Galdom,Suspension,,,,,,,0.9647
Syntac,DSR,30mg/40mg,Tablet,,,,,0.4792
Fascin-Clav,625,Tablet,,,,,,0.9763
Maxizone,500mg,Injection,,,,,,0.8475
M,Cain,2%,Jelly,,,,,0.5054
RABISEC,20MG,TABLET,,,,,,0.9573
Ulfaz,1gm,Injection,,,,,,0.5427
Tami,750mg,Tablet,,,,,,0.7403
Clipcil,10mg,Tablet,,,,,,0.3828
Juspanta,40,Tablet,,,,,,0.2028
Velvog,M,500,mg/0.3,mg,Tablet,SR,,0.9699
Epcyp,Syrup,,,,,,,0.8726
Nizonide,500,Tablet,,,,,,0.7540
Intaferon,Injection,,,,,,,0.4898
Tecon,400mg,Injection,,,,,,0.6482
Rado,30mg/20mg,Capsule,SR,,,,,0.3214
Peradyl,5,mg/2,mg,Tablet,,,,0.8485
Cefnosis,1000mg,Injection,,,,,,0.6554
Vinak,Forte,250mg/50mg/325mg,Tablet,,,,,0.5636
Xipil,50mg,Dry,Syrup,,,,,0.5805
Amoxicorn-CV,625,Tablet,,,,,,0.1869
Placidin,25mg,Tablet,,,,,,0.6285
Mecozen,NT,400mg/10mg,Tablet,,,,,0.7258
Opanta,40mg,Tablet,,,,,,0.3956
Ellgesic-MR,Tablet,,,,,,,0.8604
Moxsta-CV,Oral,Suspension,,,,,,0.2337
Evion,600,Capsule,,,,,,0.5283
Quser,200mg,Tablet,XL,,,,,0.8630
Azigrand,250mg,Tablet,,,,,,0.5912
Isonit,10mg,Tablet,,,,,,0.5633
Voglikem-M,0.3,Forte,Tablet,SR,,,,0.1481
Oxcetam,400mg,Tablet,,,,,,0.4701
Ketalite,0.50%,Eye,Drop,,,,,0.0091
Olipil,20,Tablet,,,,,,0.7487
Lonart,Forte,40mg/240mg,Tablet,,,,,0.4837
Tramakab,P,500,mg/37.5,mg,Tablet,,,0.7026
Pinrest,40mg,Injection,,,,,,0.6532
Flora,L,OD,Tablet,,,,,0.7159
Bramadol,100mg,Injection,,,,,,0.9985
Ramhop,H,2.5mg,Tablet,,,,,0.2828
Trypex,90mg/48mg/100mg,Tablet,,,,,,0.3235
Ravitop,40mg,Tablet,,,,,,0.6726
Seridase,10mg,Tablet,,,,,,0.6731
Vilaxel,20,Tablet,,,,,,0.4573
Labmox,125mg,Syrup,,,,,,0.4742
Glice,M,80mg/500mg,Tablet,,,,,0.0530
Matchfix-OF,200mg/200mg,Tablet,,,,,,0.6255
Rabasia,Injection,,,,,,,0.7960
Pangud,D,30mg/40mg,Capsule,SR,,,,0.6892
Iyflox,Eye,Drop,,,,,,0.7052
Nuquin,400mg,Tablet,,,,,,0.7480
Carviflo,CR,10,Capsule,,,,,0.3124
Dulcin,30mg,Tablet,,,,,,0.9337
Waypod,100,Oral,Suspension,,,,,0.7353
A,C,Ford,100mg,Tablet,,,,0.3042
Aziget,500mg,Tablet,,,,,,0.5908
MAHALEVO,500MG,INFUSION,,,,,,0.3866
Ariford,10mg,Tablet,MD,,,,,0.1249
Emvert,16mg,Tablet,,,,,,0.2358
Racef,O,200mg,Tablet,DT,,,,0.1051
Cytrosar,100mg,Injection,,,,,,0.9868
Cholidol,300mg,Tablet,,,,,,0.6919
Rifloxin-TZ,500mg/600mg,Tablet,,,,,,0.2125
Cidaflox,50mg,Suspension,,,,,,0.5304
Dynaglipt-M,Tablet,SR,,,,,,0.1722
Fa,Gest,500,Injection,,,,,0.0243
Alevo,500,Tablet,,,,,,0.8082
Wilmet,GP,1mg,Tablet,,,,,0.7206
Texara,Gel,,,,,,,0.6631
Sycodone,Plus,3,mg/2,mg,Tablet,,,0.8362
Itradila,400mg,Capsule,SR,,,,,0.4975
Clozine,100mg,Tablet,,,,,,0.7312
Migron,10mg,Tablet,,,,,,0.2624
Pantley,40mg,Injection,,,,,,0.0649
Vinflox,200mg,Tablet,,,,,,0.5749
Oxi,DSR,Capsule,,,,,,0.2327
Cinxim,Syrup,,,,,,,0.1575
Oxcarb,150,Tablet,,,,,,0.8049
Betavert,OD,24,Tablet,CR,,,,0.0731
Delac-DSR,30mg/40mg,Capsule,,,,,,0.7008
Fepanil,120mg/5ml,Syrup,,,,,,0.9010
Olmefit,AM,20,mg/5,mg,Tablet,,,0.6562
Bactezoa,200,mg/500,mg,Tablet,,,,0.5993
Inflam,MR,Tablet,,,,,,0.9779
Lavan,A,200,mg/28.5,mg,Syrup,,,0.3533
Isorifazin,S,100,mg/50,mg/300,mg,Tablet,,0.3667
Winvax,Ear,Drop,,,,,,0.9301
Eporise,40000,Injection,,,,,,0.6800
Pramipex,ER,3,Tablet,,,,,0.1468
Merotus,500mg,Injection,,,,,,0.3397
Qazi,100mg/5ml,Suspension,,,,,,0.3688
Twool,50mg/5ml/125mg/5ml,Suspension,,,,,,0.8664
Orlisar,120mg,Capsule,,,,,,0.0615
Zolofi,200mg/500mg,Tablet,,,,,,0.1971
Tobrapic,Eye,Drop,,,,,,0.9762
Venlite,OD,100,Tablet,ER,,,,0.6426
Merotec,1000mg,Injection,,,,,,0.2162
Pye,M,15,mg/500,mg,Tablet,,,0.6718
Tazoter,PS,1000,mg/125,mg,Injection,,,0.4776
Advagraf,0.5mg,Capsule,PR,,,,,0.2861
Unocef,Tablet,DT,,,,,,0.1509
Apocid,Advance,Syrup,,,,,,0.2888
Pipactum,1000mg,Injection,,,,,,0.9532
Itranip,100,Capsule,,,,,,0.3424
Temmy,40mg,Tablet,,,,,,0.2904
Soludine,10%,Lotion,,,,,,0.3925
Nuparin,25000IU,Injection,,,,,,0.8544
Quel,SR,200,Tablet,,,,,0.7476
Koran,10,Tablet,,,,,,0.9295
Zovox,100mg,Tablet,,,,,,0.2358
Complatt,75mg/75mg,Tablet,,,,,,0.2734
GT-Cef,200mg,Tablet,,,,,,0.2871
Enipax,0.5mg,Tablet,,,,,,0.4918
Cefentral,125mg,Injection,,,,,,0.7315
Cefmet,250mg,Capsule,,,,,,0.3485
Leoquin,125mg,Syrup,,,,,,0.6784
Hipen,Clav,1.2gm,Injection,,,,,0.4436
Emirik,250mg,Injection,,,,,,0.9014
Camtam,500mg,Tablet,,,,,,0.1887
Meprozole,L,75mg/40mg,Capsule,SR,,,,0.8392
Spectrum,200mg,Tablet,DT,,,,,0.0707
Ovasterone,5mg,Tablet,,,,,,0.9480
Desvencad,OD,50mg,Tablet,,,,,0.0502
Rasidot,100mg,Capsule,,,,,,0.5701
Frusenex,100,Tablet,,,,,,0.0257
Cefset-S,500mg/250mg,Injection,,,,,,0.5590
Ceficacy,Syrup,,,,,,,0.6104
Lanum,C,Tablet,,,,,,0.1377
Dmfix,200mg,Tablet,,,,,,0.5752
Feliz,S,EZ,0.5,mg/10,mg,Tablet,,0.9264
Orlitroy,120mg,Capsule,,,,,,0.0586
Dazone,6mg,Tablet,,,,,,0.0737
Cipronit,500mg,Tablet,,,,,,0.1584
Pta,40mg,Tablet,,,,,,0.6763
Levosant,500mg,Tablet,,,,,,0.5558
Cefdiel,500mg,Injection,,,,,,0.8748
Placidin,400mg,Tablet,XR,,,,,0.8509
Pantomit,D,30mg/40mg,Capsule,SR,,,,0.8829
Promodon,5mg,Suspension,,,,,,0.4509
Glomatinib,400mg,Tablet,,,,,,0.2227
Wezclav,500mg/125,mg,Tablet,,,,,0.2453
Sefuxi,250mg,Tablet,,,,,,0.0369
Divaa-OD,125,Tablet,ER,,,,,0.3653
Safcot,6mg,Tablet,,,,,,0.5357
Seafeximo,100mg,Tablet,,,,,,0.9266
Tigcyn,50mg,Injection,,,,,,0.1986
Nixocef,1000mg,Injection,,,,,,0.4853
Zithrokem,250mg,Tablet,,,,,,0.5251
Amolife,100mg,Tablet,,,,,,0.3079
Flox,PC,OR,50mg/5ml/125mg/5ml,Syrup,,,,0.1953
Sulbacef,1gm/0.5gm,Injection,,,,,,0.7920
Kzidime,100mg,Tablet,,,,,,0.0678
Zim,50mg,Dry,Syrup,,,,,0.5644
Flamotax,1gm,Injection,,,,,,0.0198
Ecotel,20,Tablet,,,,,,0.4549
Gloeye,Tablet,,,,,,,0.1278
Medidase,5mg,Tablet,,,,,,0.2007
Xipil,100mg,Tablet,,,,,,0.4955
Tevert,16mg,Tablet,,,,,,0.8129
Icolin,1000mg,Tablet,,,,,,0.0605
Ojoy,20mg,Tablet,,,,,,0.8670
Ofnij,200mg,Tablet,,,,,,0.9677
Karzine,100mg,Tablet,,,,,,0.3776
Sycip,500mg,Tablet,,,,,,0.1953
Afixe,100mg,Tablet,,,,,,0.7462
Azibig,200mg/5ml,Suspension,,,,,,0.4881
Aqcef,OZ,200mg/500mg,Tablet,,,,,0.8405
Ofen,200mg,Tablet,,,,,,0.6975
Endocef,Dry,Syrup,,,,,,0.3548
Bioliv,5gm,Injection,,,,,,0.6953
Tibitol,800mg,Tablet,,,,,,0.1715
Euroglip-M,2mg/500mg,Tablet,,,,,,0.2054
Hairex,Lotion,,,,,,,0.2849
BD,ULTRA,FINE,PEN,NEEDLE,1s,,,0.6622
RB,Pride,Tablet,,,,,,0.7614
Pegstim,Injection,,,,,,,0.7859
Olmeshine,40mg,Tablet,,,,,,0.6091
Atorlip,Gold,10,Capsule,,,,,0.6284
Norbid,400mg,Tablet,,,,,,0.8941
Aziblue,200mg/5ml,Suspension,,,,,,0.1491
Novonerve-G,Tablet,,,,,,,0.4911
Vicox,2,Kid,Tablet,,,,,0.6803
Pyricort,Eye/Ear,Drops,,,,,,0.2112
Bclofil,Ointment,,,,,,,0.6610
Nexvenla,#NAME?,100,Tablet,ER,,,,0.7761
Zithronic,500mg,Tablet,,,,,,0.8360
Povinanz,10%,Solution,,,,,,0.8156
Emcare,750mg,Tablet,,,,,,0.6230
GP,Dom,10mg/40mg,Tablet,,,,,0.7651
Uniquin,EC,300mg,Tablet,,,,,0.3871
Mecacef,1000mg,Injection,,,,,,0.2893
Xecute,S,1000,mg/500,mg,Injection,,,0.1219
Supinita,Forte,Tablet,,,,,,0.1234
Rabesure,20mg,Injection,,,,,,0.5189
Vedzol-D,Capsule,,,,,,,0.7982
Tibrolin,Tablet,,,,,,,0.5440
Valzaar-H,160,Tablet,,,,,,0.3795
Angibloc,50,Tablet,PR,,,,,0.6251
Tapal,75,Tablet,,,,,,0.6124
Xcid,D,30mg/20mg,Capsule,SR,,,,0.7620
Olet,15mg,Tablet,,,,,,0.4734
Zenotin,Forte,200,mg/600,mg,Tablet,,,0.4623
Deflasure,6mg,Tablet,,,,,,0.8528
Ubxin,250mg,Tablet,DT,,,,,0.9836
Dyloop,Plus,50mg/10mg,Tablet,,,,,0.8546
Zycit,250mg,Injection,,,,,,0.6026
Cytosar,100mg,Injection,,,,,,0.7550
Loxil,500mg,Tablet,,,,,,0.6423
Etorimac,90mg,Tablet,,,,,,0.2101
Azumin,100mg,Tablet,DT,,,,,0.0495
Zenobal,500mcg,Injection,,,,,,0.1568
Tamol,Suspension,,,,,,,0.6017
Doxyril,25mg,Tablet,,,,,,0.0024
Finascin,1mg,Tablet,,,,,,0.4858
Axitrix,S,250mg/125mg,Injection,,,,,0.3237
Omcef,S,1000mg/500mg,Injection,,,,,0.9277
Nandu,50mg,Injection,,,,,,0.3319
Ceftec,S,1000mg/500mg,Injection,,,,,0.8242
Pent,AV,D,Tablet,,,,,0.9874
Urifrix,1.4gm,Syrup,,,,,,0.5829
Dotarin,80mg,Tablet,,,,,,0.8376
Xmodrop,Eye,Drop,,,,,,0.2501
